id,name,alt_name,country_id,is_active,created_at,updated_at,lat,long
392,Agarpur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,25.1957,87.0423
393,Agartala,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,23.8314,91.2869
417,Aginiparru,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,16.6817,80.7839
424,Agiripalle,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,16.6833,80.65
436,Agra,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,27.18,78.02
500,Ahirauliya,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,26.5091,84.7999
501,Ahiro,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,24.9192,87.1054
505,Ahmadabad,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,25.3019,87.7938
507,Ahmadnagar,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,19.08,74.73
508,Ahmadpur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,18.7,76.9333
509,Ahmadpur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,23.8365,87.6912
512,Ahmedabad,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,23.0225,72.5714
516,Ahor,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,25.367,72.783
526,Ahwa,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,20.75,73.6833
540,Aikaranad,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,10.0002,76.455
607,Ainapur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,16.48,74.78
645,Aivanallur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,11.2161,79.5392
648,Aiyampuzha,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,10.25,76.4667
649,Aiyappan Kovil,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,9.7158,77.0333
653,Aizawl,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,23.7272,92.7178
664,Ajaigarh,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,24.8988,80.2592
665,Ajas,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,34.3316,74.6801
671,Ajjampur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,13.7279,76.0068
672,Ajjanahalli,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,12.0376,77.8138
673,Ajjipuram,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,12.0457,77.3532
675,Ajmer,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,26.4499,74.6399
676,Ajnala,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,31.84,74.76
677,Ajodhya,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,26.7992,82.2044
681,Akalapura,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,13.4852,77.4621
682,Akalgarh,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,30.8019,75.8582
683,Akambadam,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,11.1,76.3167
684,Akanavaritota,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,16.4141,81.6367
688,Akbarpur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,26.4333,82.5403
689,Akbarpur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,24.6351,83.9642
705,Akhnur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,32.87,74.73
715,Akividu,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,16.5823,81.3811
717,Akkattettar,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,10.8167,76.65
720,Aklera,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,24.42,76.57
722,Aklvidu,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,16.6,81.3833
723,Akola,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,20.7,77
724,Akola,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,27.0656,77.8808
727,Akora,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,26.4721,78.7989
729,Akot,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,21.1,77.06
925,Alagappapuram,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,8.1468,77.5413
926,Alagarai,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,10.9826,78.3891
944,Alamadi,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,13.1097,80.0972
950,Alamnagar,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,25.561,86.9014
957,Alampalaiyam,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,11.3635,77.7677
958,Alampur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,15.8793,78.1334
959,Alampur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,26.0251,78.797
960,Alampur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,24.8721,83.8829
961,Alampur Gonpura,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,25.5404,85.0511
962,Alamuru,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,16.7833,81.9
963,Aland,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,17.5642,76.5685
964,Alandatte,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,12.191,75.4673
966,Alanganallur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,10.047,78.0903
967,Alangayam,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,12.6223,78.7521
968,Alangudi,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,10.3604,78.9779
969,Alangulam,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,8.864,77.4994
975,Alasandigutta,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,15.6244,77.2731
983,Alattur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,10.6481,76.5383
985,Alauli,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,25.644,86.4065
989,Alawalpur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,31.4316,75.6561
990,Alawandi,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,15.2303,75.9801
991,Alayaman,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,8.8843,76.9653
1104,Alengad,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,10.1,76.3
1114,Alewah,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,29.4767,76.4522
1157,Algun,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,31.2795,74.6517
1180,Aliganj,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,24.9365,85.925
1181,Aligarh,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,27.88,78.08
1188,Alipur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,18.8621,78.8754
1189,Alipur Duar,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,26.489,89.527
1194,Aliyabad,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,12.6317,79.2164
1203,Allagadda,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,15.1322,78.5138
1205,Allahdurg,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,17.9667,77.9167
1206,Allahpur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,26.3434,77.8195
1217,Alleppey,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,9.49,76.33
1221,Allinagaram,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,10.0119,77.4786
1228,Allur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,14.68,80.06
1229,Alluru,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,15.1336,78.4975
1243,Almel,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,16.92,76.24
1260,Almora,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,29.5971,79.6591
1265,Alnavar,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,15.4273,74.7411
1291,Alta,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,17.25,74.57
1369,Alukkuli,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,11.4458,77.3574
1372,Alur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,15.3942,77.2264
1385,Alwa Tirunagari,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,8.61,77.94
1386,Alwal,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,17.5047,78.5038
1387,Alwar,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,27.5498,76.6355
1388,Alwarkurichchi,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,8.7838,77.3952
1389,Alwaye,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,10.1167,76.35
1400,Amaha,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,26.1284,86.7998
1404,Amala,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,9.859,76.8112
1405,Amalapuram,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,16.5787,82.0061
1408,Amalner,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,21.05,75.05
1413,Amangal,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,16.8499,78.5327
1414,Amanganj,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,24.4266,80.0358
1422,Amarapuuram,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,14.1333,76.9833
1423,Amaravati,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,16.5131,80.5165
1424,Amaravati,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,16.573,80.358
1425,Amarchinta,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,16.374,77.7729
1428,Amari,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,25.7179,86.0839
1430,Amarpatan,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,24.3137,80.977
1431,Amarpur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,25.0397,86.9025
1432,Amarpur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,23.53,91.64
1433,Amarpura,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,26.3667,73.9833
1434,Amarwa Khurd,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,26.8333,84.25
1435,Amarwara,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,22.2978,79.1694
1448,Amauna,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,25.0531,84.5169
1451,Amayan,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,26.3205,78.7581
1452,Amba Icharua,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,25.614,86.4258
1460,Ambajogai,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,18.73,76.38
1462,Ambala,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,30.38,76.78
1463,Ambala,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,17.65,79.05
1471,Ambalanur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,16.59,75.96
1479,Ambalavayal,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,11.619,76.2102
1484,Ambara,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,22.1902,78.6708
1493,Ambasamudram,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,8.7037,77.4527
1525,Ambattur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,13.1143,80.1548
1526,Ambatturai,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,10.2603,77.9303
1532,Ambhua,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,24.5568,87.8651
1533,Ambikapur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,23.12,83.2
1660,Amgachia,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,22.4156,88.3051
1661,Amha,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,26.0518,86.6906
1668,Amiawar,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,25.0405,84.3096
1671,Amingaon,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,26.23,91.67
1672,Amingarh,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,16.0572,75.9489
1673,Aminpur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,17.5241,78.3242
1680,Amjhar,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,25.0641,84.5591
1681,Amjhera,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,22.5578,75.1185
1682,Amla,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,21.9248,78.1279
1685,Ammanabrolu,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,15.5802,80.1488
1687,Ammapettai,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,10.7948,79.3199
1688,Ammapettai,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,11.6197,77.7426
1689,Ammavarikuppam,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,13.1784,79.4169
1692,Ammur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,12.975,79.3628
1695,Amodei,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,26.8975,84.8182
1739,Amrabad,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,16.3833,78.8333
1740,Amravati,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,20.9258,77.7647
1741,Amreli,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,21.6006,71.2164
1744,Amritsar,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,31.64,74.86
1745,Amroha,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,28.9044,78.4675
1746,Amsin,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,26.5733,82.4357
1751,Amta,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,22.5834,88.0104
1752,Amtala,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,26.1,91.39
1753,Amtala,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,22.3669,88.2777
1757,Amudalapalle,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,15.9301,80.6899
1758,Amudalavalasa,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,18.4167,83.9
1767,Amwa Majhar,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,26.7362,84.5818
1794,Anaikal,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,9.6003,76.6846
1795,Anaiyur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,9.9615,78.1118
1798,Anakapalle,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,17.6913,83.0039
1799,Anakaputtur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,12.9823,80.1282
1811,Anamalais,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,10.583,76.9344
1816,Anand,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,22.556,72.951
1817,Anandapuram,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,11.09,76.9422
1818,Anandnagar,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,27.1,83.2833
1819,Anandpur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,21.2141,86.1249
1820,Anandpur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,31.2393,76.5025
1821,Anandpur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,25.6192,84.8673
1824,Ananipalle,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,13.4902,79.2895
1825,Anantapalle,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,16.9767,81.4442
1826,Anantapur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,14.68,77.599
1827,Anantarazupeta,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,14.0014,79.3319
1828,Anantasagaram,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,14.5833,79.4167
1829,Anantavur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,10.8925,75.9983
1830,Anantpur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,16.889,75.0146
1841,Anavatti,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,14.5645,75.1523
1855,Andal,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,23.6,87.2
1861,Andanappettai,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,10.7498,79.8226
1880,Andhana,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,25.2574,85.4548
1881,Andhra Tharhi,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,26.3771,86.3341
1890,Andipalaiyam,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,11.092,77.315
1891,Andippatti,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,9.998,77.621
1894,Andiyappanur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,12.5342,78.7024
1951,Andurkonam,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,8.5969,76.8664
1953,Anekal,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,12.7105,77.6967
1959,Angadikkal Tekkekara,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,9.2063,76.7835
1960,Angalakuduru Malepalle,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,16.2392,80.6117
1961,Angalakurichchi,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,10.5282,76.9962
1962,Angallu,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,13.6287,78.4857
1963,Angamali,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,10.196,76.386
1976,Anghad,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,22.3913,72.9946
1978,Angichettippalaiyam,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,11.7742,79.5255
1994,Angul,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,20.8381,85.0956
1997,Angwali,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,23.7317,85.9858
2007,Anjad,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,22.0417,75.0552
2013,Anjangaon,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,21.15,77.28
2015,Anjarkandi,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,11.8822,75.5097
2016,Anjehalli,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,12.1395,77.9808
2024,Anjukulippatti,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,10.2444,78.0794
2025,Anjuna,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,15.5833,73.7333
2026,Anjur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,10.5992,76.1553
2032,Ankalgi,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,16.0333,74.7
2061,Ankireddikuntapalem,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,15.9154,80.2108
2066,Ankli,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,16.42,74.58
2068,Ankola,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,14.6605,74.3047
2077,Annakattumula,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,9.8575,76.4009
2078,Annakunnu,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,11.7463,76.0415
2079,Annamalainagar,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,11.4,79.7333
2085,Annaram,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,16.784,79.302
2086,Anndevarapeta,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,17.0937,81.5799
2090,Annigeri,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,15.4251,75.4335
2094,Annur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,11.2325,77.1069
2163,Antardipa,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,24.6442,87.9213
2165,Antargangi,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,17.17,75.96
2167,Antarvedi,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,16.3333,81.7333
2168,Antarvedipalem,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,16.3319,81.732
2204,Antri,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,26.0581,78.21
2237,Antur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,11.987,75.376
